CD14,CD209,HLADRDQDP,CD4,MPO,CD3,SMA,CD11c,CD68,CD8,CD45,CD21,CD20,CD163,CD206,CD31
0.007711249327796777,0.012404593962830389,0.5619696281241533,0.11920498378636352,0.0024869930592726205,0.08518030939845052,0.0379462381795942,0.017331503878311276,0.004164352802431818,0.027871618261926905,0.18899971412859737,0.004942166439953067,0.02152335378024836,0.0010125546653238866,0.0049735957927818306,0.00448555800609252
0.008354380513435393,0.022668709071846628,0.41928791450942093,0.10238903948945523,0.010789547165621093,0.08098365513843939,0.15851195518593214,0.01866490823027137,0.004055566070839458,0.03375616409748492,0.18046690028863804,0.00828637312640504,0.033029082225765095,0.0013587896957927969,0.005126824321989396,0.007823931703944922
0.010882187919400895,0.014274846286148671,0.3085644546164698,0.059249746320888315,0.0012119234494167473,0.047019262261772804,0.016727595843155817,0.017334950161992123,0.0041855559605829835,0.02402763522567897,0.2593446727722013,0.07815101985116545,0.23640235509724636,0.0008263645770982726,0.0023370983614538687,0.007394400882688389
0.010519822438029082,0.007952738248073549,0.2314865075569231,0.03344228962780082,0.001514821790980903,0.028208642415240955,0.006392714850106912,0.011073898156883253,0.002152280767313018,0.019421816254198133,0.28529107640153806,0.10304006114635315,0.33226412502601727,0.0005540389099457543,0.0006834690083621113,0.004176649336518157
0.010723694840451542,0.008075115279337387,0.212244529115023,0.02610258788643682,0.0010396913343961643,0.022091599650239886,0.004018551104073466,0.010837218391850667,0.0018984547517169855,0.018135723206087247,0.28986542964767936,0.10972213771322115,0.35568538718779746,0.0005062680056138288,0.0004433934799489398,0.004225150602879409
0.018252018124218262,0.00744555745989454,0.20026223855139622,0.025463669196454108,0.0010961188279766708,0.021750368195333044,0.0044760105241715056,0.013341099655660193,0.0029841824594051838,0.01969732289487382,0.27920971267139694,0.1593850419536936,0.32530593506455324,0.0005051065099003224,0.0006020863964257784,0.004076280992252967
0.028635365375009415,0.007229557063625024,0.1844246554948001,0.02412751519990608,0.0015138419842014258,0.021254271465121044,0.006623545320431709,0.013504459751622656,0.002400498944139906,0.02176978460331403,0.26299130883774174,0.2282206472065816,0.2860159509555223,0.0005051772241502894,0.0008937823175086579,0.0037556532442710603
0.034641878011482746,0.0064249298316406385,0.17597589968543287,0.02353212660652813,0.0010820796330795327,0.020737939077601394,0.005668696132936786,0.014139542721199988,0.003748067435503027,0.022065094936194372,0.2528140175947013,0.2712618658012852,0.26300261466492614,0.0004870237156709309,0.0009952899220278316,0.0036259106311194484
0.04343253551597508,0.006413745962680495,0.16241400766231204,0.022213452025934874,0.0020321360522516188,0.019926073907743033,0.004982690425288425,0.015225038344466051,0.0032103363778592546,0.02335488531826627,0.23975009809575792,0.32665540801333715,0.23384743895612445,0.0005004105382147425,0.0012343056965199966,0.0034472653020049125
0.06353310518269847,0.00530683602145518,0.12891780777141582,0.0176619938988423,0.0019167887657727462,0.01657245046503652,0.004993407527413443,0.01440475367842753,0.0036697626404353562,0.024663670844248718,0.20851704605870433,0.46768814819535043,0.16475352593904666,0.0004599721892405876,0.0016745265352090136,0.0026090885132788845
0.008002456730483123,0.014732956050023477,0.47708081708069283,0.12670982211591342,0.004522500380925558,0.10658794635352127,0.03282379318437584,0.01749814673935685,0.0039199962308893435,0.04159448588654742,0.22257620105626968,0.007934803793581732,0.034761649738666384,0.0012458468346831482,0.004539066948086649,0.0074884463375145885
0.013389779657025713,0.03568405302873821,0.40808654801808,0.10358917242656426,0.014850584268755233,0.08159619303969542,0.034804498505488446,0.052090241284137105,0.01005366825880248,0.042434430369266536,0.21382809463652658,0.01990840534491001,0.0679148765859682,0.0026601576794189645,0.006122280805182334,0.01074553516233023
0.010602826535425386,0.014205339836466631,0.3432739971091469,0.08598713650261937,0.004331562733722593,0.07215094635817819,0.02771020367352926,0.030119230423264264,0.00613962896901643,0.032965658093205785,0.25519807688538343,0.049956742965196727,0.1530287716399648,0.0024341145426556485,0.0030889522290357416,0.007973574886684874
0.011220091350202736,0.009011259310546011,0.25763217718283904,0.04389169703713059,0.0010217631552011876,0.03628929325862042,0.010180895729872012,0.01587507287324205,0.0027473178403994956,0.022115126331189332,0.27832569678769464,0.09625384546644053,0.29199402459716445,0.0006324400154762825,0.0011722869347616494,0.005185697641809268
0.013744332651526877,0.010041102531992623,0.20191621793369727,0.036588699098617235,0.0010211974067017944,0.029444097226266484,0.011238730513424045,0.05038635409511669,0.0060322475957023955,0.024422295848541112,0.28390163143056085,0.09922613421706133,0.3178637226379099,0.0006990294550308885,0.0006781262517680503,0.0057950421211381015
0.01454567079899842,0.008017352564226726,0.20618078746495275,0.026195727241851336,0.0013436664209694246,0.022623814831396687,0.005891744906728843,0.01140533121657938,0.002247514776746128,0.019501964621433242,0.28391421085604146,0.13262639191735962,0.3395871994075499,0.0005231417259866503,0.0005590978088368954,0.004442287753440292
0.0231139279518827,0.007848716450871615,0.19263906011341997,0.024629395299458606,0.0010323368201034689,0.021418446102528205,0.005094605656846518,0.012573252125339584,0.0024786967947792566,0.020626052380898176,0.2713233910145913,0.19308958924455344,0.3074164376826976,0.0005100667419582106,0.0007874843365770491,0.003780932579830097
0.030498833352380825,0.006738377339717276,0.14901786002288955,0.0428844315983001,0.0009341297290415142,0.056109592655914864,0.005759235137361721,0.016224268407786797,0.002877177098107255,0.06074178665587402,0.29280200852996235,0.2300029295629007,0.21158155012262733,0.0005767150936679471,0.0009377300585609228,0.005356660616318422
0.04146739319983115,0.01038614370818253,0.128780496816303,0.05181363671316711,0.004232478899413158,0.06197730841921524,0.019231449994705066,0.035961700837273146,0.010325263414332262,0.05848371368173772,0.2578231449193838,0.2863363829895762,0.1510041884350839,0.0008022496623457661,0.0016726014388737834,0.011776003910066668
0.052921656582097035,0.006147341940045848,0.14334072272621126,0.020764337260530667,0.0013510338610682323,0.019380369794374873,0.006358372955037469,0.016556305016012803,0.0044696028533262235,0.025252736154137482,0.22546066860147707,0.3949985702965359,0.195124745748195,0.0004895894765102592,0.0014672952209400238,0.004049864046888842
0.006361521416975718,0.011443224285665726,0.37936437497555636,0.16339542112200872,0.0014878606974935915,0.15725358010235732,0.028172926598562943,0.017811005527559893,0.0034606139898715515,0.039847932743985744,0.2662717555398626,0.007029538296844204,0.039651116652149355,0.0009421830265558924,0.003391924833637205,0.006074246950571168
0.008262512549283266,0.012765720189319334,0.31459311879283286,0.11345809235996455,0.005692926891869682,0.13047255658828413,0.02672660397984296,0.02879946789275436,0.005176841268062285,0.11530116441789914,0.28354421091839316,0.010176636523821446,0.05245957355719457,0.0016207583530940092,0.003014703093643406,0.015172978808719003
0.00949709785843472,0.019271127159194174,0.24619838898027835,0.09357622599585157,0.0017025055914424393,0.09670455760050946,0.018007707700186174,0.01971387814894053,0.0038201775599815213,0.046413091487426325,0.3118738306350753,0.05206925103682281,0.17668726170399923,0.0010909162100149878,0.002615753090324862,0.00803835180689835
0.010197164703841173,0.008552461250037453,0.18723380272355403,0.07351896894009398,0.0009759358194137683,0.07750873690602263,0.007242672674958913,0.015763553191253585,0.002107100770505858,0.02563730760263629,0.30914016199872074,0.08922439410741746,0.2843168650335448,0.000594481411097381,0.0006130228894169192,0.007449557020867766
0.010222552595516545,0.007761586412898677,0.199289439787202,0.04118202348917292,0.0008707240516517476,0.04200491862106409,0.00468307329832706,0.011379487297786258,0.0017858364150667835,0.02679479634899046,0.3143705799512831,0.09983090510217947,0.31761934554580884,0.0005220179089912248,0.00047286388060116454,0.005244950102673218
0.017725549519188023,0.05211682542215658,0.18782224064061662,0.033406872406075976,0.012567607441163179,0.02823609502839462,0.013847310676144498,0.017573295585913168,0.00705152874571753,0.023456393362124604,0.2664656503912906,0.10042380565187396,0.2945546314896501,0.0022126945452870597,0.00525083429827345,0.020993283523814035
0.02056298975440439,0.009547768667808884,0.17892287819826583,0.046037137489231585,0.0014644962796175455,0.05088434139093736,0.009429699424661427,0.018895664230288295,0.003442478805432232,0.04070248265052006,0.29752601620643665,0.1578336970853283,0.25766665748191064,0.0006470532917997353,0.0010028459079247957,0.005987475094978428
0.03984508604527884,0.020555049170090954,0.16438433922438878,0.0382731946075995,0.00915739855582225,0.030354996842314318,0.01199894930792071,0.06558585120723243,0.01720726151157095,0.030320044938428985,0.2475260019611373,0.2006147760700755,0.22864023063339675,0.0013889908054268512,0.002474124227116937,0.011554216894472492
0.03601900745221356,0.14818347142833163,0.1375985193119514,0.039514317810096275,0.0027126135650617105,0.031966780863288045,0.032330944850548916,0.024364682377017485,0.00620045002005495,0.030584273044114627,0.23501248740272485,0.16986642198245944,0.1870913693921257,0.004634521822476862,0.015482116652335433,0.008369805613849628
0.03773534791800795,0.23117607277257698,0.12005631349764725,0.04097758992958002,0.0037164653539634262,0.02936225425609653,0.029964586047901913,0.021733110465445203,0.007604254148955024,0.02987818962186713,0.2134733343450517,0.14413285004682444,0.15881210676713844,0.0071760036650895575,0.023984710440079,0.009819055912549585
0.005513026948781158,0.008755216028192675,0.2853373624610393,0.19334227006673402,0.0008417781446612737,0.2007475431403724,0.018335585996193175,0.01558023074959911,0.0028948646989232227,0.039405873886709485,0.3141689807801797,0.007353481113044975,0.04676518010084308,0.0009649032026048948,0.0023785102223130546,0.006602784595115267
0.006581078497555001,0.012812861295138438,0.22156583262442156,0.17102095578747412,0.0008278644851064008,0.1925590878574263,0.03748114703765441,0.021702082529213698,0.004310844046153425,0.07517490074609107,0.3199833028617053,0.01088239392109962,0.06082651385898732,0.0015238866662944648,0.0023019247094969958,0.008508688280700779
0.007925687004898797,0.009102770659610895,0.15535110708660757,0.14391111907246062,0.0013953812980019003,0.1600756548302885,0.00756742559855728,0.01749362350121694,0.0022875981790226904,0.035219468498039204,0.34150648456002214,0.05503260735038374,0.1880153909205941,0.0006956979004577243,0.0008232986794285458,0.0076915723811828915
0.00911551025052058,0.010703489356225683,0.16949372085737224,0.10300770755190222,0.0007653866104645222,0.11335904239826951,0.007385606075234016,0.014693906039548779,0.002460507485743988,0.03171840483659826,0.32290074831460897,0.07528347032404116,0.24415420387185105,0.0006836853235392008,0.0008641709588502019,0.007857726340244363
0.008945188528869764,0.013027749369207902,0.1444367964168687,0.042224873600402134,0.0007522087833666257,0.04938495916147968,0.00965951227104289,0.01805512369057731,0.004230742349546531,0.04549789788286744,0.4685621097044646,0.06730048098232767,0.19868907327543933,0.0010611907593400791,0.0011112951996549785,0.012645174398602329
0.010134975972637116,0.008001982944430538,0.17950446792886163,0.04054217553044222,0.0007995299639269246,0.06043995110180856,0.006511052187458793,0.017085838783672026,0.0023734635820739083,0.08567909463848297,0.31268498304031783,0.08770678390460797,0.2743029714946446,0.0006684880593263972,0.0005043176889605036,0.008627258503337945
0.01259621378603792,0.019667228972507618,0.17813111684763547,0.034603252413006054,0.0015516452996731794,0.03080708355676743,0.13750987845623439,0.01887468281997134,0.004396026699838809,0.022430930330778732,0.2455334349193095,0.09373195924129914,0.262090092511712,0.001018778444680374,0.0020162930894880885,0.011933150920730246
0.021284977321107353,0.1504513125167642,0.15976350810005555,0.044951801302287875,0.0025271595095978055,0.036402854098090236,0.025363177328822255,0.025323724390883682,0.006864557949248033,0.02874229956763777,0.2544375678975931,0.07834558947672006,0.233007069126707,0.006225222420040124,0.015455849391953862,0.01057718182095265
0.031110275481352142,0.2783656354116123,0.12826906333506846,0.05077336939147664,0.0038741217291961153,0.0351515810034321,0.03982058852174492,0.030833065978193228,0.008873550220285392,0.03050160468377114,0.2133179637141993,0.05049907926280155,0.1588568538553839,0.008103486537221895,0.02860673241908064,0.015026548555511426
0.03758261258520319,0.45739567310212953,0.07983869236209618,0.05131328261666332,0.0076352598825617304,0.027453851804204246,0.05042971081237158,0.02061119914258515,0.012400995814913702,0.026904566305126127,0.16544658652123292,0.02621022295591336,0.08491725879878134,0.012780884397753638,0.04696509455904205,0.01265020064600373
0.004273429346486395,0.007005265440372998,0.18193067500236704,0.22778454979333565,0.0007743885521837143,0.2515117780839576,0.013709246729427546,0.012528139194956704,0.0024693166317174705,0.042613207783050534,0.3540120342835428,0.007004534639885412,0.05376698249229921,0.001169753666346652,0.0014107456250448847,0.00667687143994778
0.008008938071142366,0.01664066556984639,0.10055468008601937,0.2247997523099103,0.0011871812216412163,0.25556614097175195,0.00998860521750331,0.018257368504646765,0.0032105415261717667,0.04351709594497176,0.3711744476111487,0.01708343759136281,0.08711587659918639,0.001427438713370514,0.0016911670973069432,0.009739160855663715
0.006343874854125721,0.010670386371934475,0.1239008027179835,0.1815402840509176,0.0010140884102407682,0.20680788421521792,0.008833955718574892,0.014636045711838533,0.005353235219372765,0.04206002066011226,0.3599737365432826,0.03816588929667478,0.1433174107540377,0.0007883525454229888,0.0009334467427886446,0.00794667145166843
0.01685535690988463,0.018335720875177326,0.14131444340477725,0.1052463220046308,0.003923733463716043,0.12456897679406718,0.01501578027539645,0.020350055843066643,0.0031106976686753546,0.06026114677044031,0.32758957006538136,0.09630440865071356,0.1817843301945701,0.00146170206618585,0.0019261211003508744,0.01019613106088434
0.010924459052063079,0.01079457772149106,0.15173946741116395,0.05026315231609446,0.00325807748447366,0.08849898676172291,0.00785080881139618,0.014327881126512263,0.0025284991892153053,0.13394923865849614,0.3258909529568799,0.07907203633617828,0.21620530370573054,0.001361967997564309,0.00091624460027618,0.01185751623506415
0.018132761047258875,0.020700820118408767,0.16102286873822144,0.05878754891584385,0.0037930632788556943,0.06759562608784217,0.01800585604048741,0.0792786592174379,0.013353953776119466,0.07897735584317611,0.29480154617525445,0.07140268266416458,0.21515657215584558,0.00281298817648489,0.0020736942861464707,0.01716279916362387
0.019590843208982345,0.014377905020664314,0.18333690252322216,0.05638784733262549,0.0016250819591038888,0.042330368868020794,0.009974484812112723,0.12889253158747468,0.011439822095408054,0.034565744600091666,0.2796337834922791,0.08262878230486781,0.251223955771239,0.0010300196862811086,0.0011383770371997122,0.009266318255329269
0.21231906954419436,0.09796614182872145,0.1241281600579075,0.07810745071182354,0.008242839916281549,0.06496662529144785,0.03347100167533254,0.05617824886804633,0.013736799138009842,0.0565113612265071,0.21198292476011246,0.03510904166922309,0.10441895818372195,0.02102242119944411,0.015559128028051521,0.03900232310009046
0.022660458654988867,0.22165388883247547,0.09405300750541076,0.09595150395320487,0.00378344992078039,0.10593097186947631,0.03796501347852029,0.01995208321301648,0.008188286769565076,0.0709483829904024,0.2884448211071382,0.023948925239753293,0.08895529008134281,0.009719267126002878,0.02304785499452637,0.015777084018249985
